location	Township	range	meridian	rate								
4700404	47	4	4	0,06								
4700405	47	4	5	0,07								
4700504	47	5	4	0,05								
4700505	47	5	5	0,07								
4700604	47	6	4	0,05								
4700605	47	6	5	0,06								
4700704	47	7	4	0,05								
4700705	47	7	5	0,06								
4700804	47	8	4	0,05								
4700805	47	8	5	0,06								
4700904	47	9	4	0,06								
4700905	47	9	5	0,06								
4701004	47	10	4	0,07								
4701005	47	10	5	0,06								
4701104	47	11	4	0,06								
4701105	47	11	5	0,06								
4701204	47	12	4	0,07								
4701205	47	12	5	0,06								
4701304	47	13	4	0,07								
4701305	47	13	5	0,06								
4701404	47	14	4	0,06								
4701504	47	15	4	0,05								
4701604	47	16	4	0,06								
4701704	47	17	4	0,06								
4701804	47	18	4	0,05								
4701904	47	19	4	0,05								
4702004	47	20	4	0,05								
4702104	47	21	4	0,06								
4702204	47	22	4	0,06								
4702304	47	23	4	0,08								
4702404	47	24	4	0,08								
4702504	47	25	4	0,07								
4702603	47	26	3	0,05								
4702604	47	26	4	0,07								
4702703	47	27	3	0,05								
4702704	47	27	4	0,06								
4702803	47	28	3	0,05								
4702804	47	28	4	0,06								
4800104	48	1	4	0,05								
4800105	48	1	5	0,06								
4800204	48	2	4	0,05								
4800205	48	2	5	0,07								
4800304	48	3	4	0,06								
4800305	48	3	5	0,07								
4800404	48	4	4	0,05								
4800405	48	4	5	0,07								
4800504	48	5	4	0,04								
4800505	48	5	5	0,06								
4800604	48	6	4	0,05								
4800605	48	6	5	0,06								
4800704	48	7	4	0,05								
4800705	48	7	5	0,06								
4800804	48	8	4	0,05								
4800805	48	8	5	0,06								
4800904	48	9	4	0,05								
4800905	48	9	5	0,06								
4801004	48	10	4	0,06								
4801005	48	10	5	0,06								
4801104	48	11	4	0,08								
4801105	48	11	5	0,06								
4801204	48	12	4	0,07								
4801205	48	12	5	0,06								
4801304	48	13	4	0,06								
4801305	48	13	5	0,06								
4801404	48	14	4	0,06								
4801504	48	15	4	0,06								
4801604	48	16	4	0,07								
4801704	48	17	4	0,07								
4801804	48	18	4	0,06								
4801904	48	19	4	0,05								
4802004	48	20	4	0,05								
4802104	48	21	4	0,06								
4802204	48	22	4	0,06								
4802304	48	23	4	0,06								
4802404	48	24	4	0,06								
4802504	48	25	4	0,06								
4802603	48	26	3	0,05								
4802604	48	26	4	0,07								
4802703	48	27	3	0,05								
4802704	48	27	4	0,07								
4802803	48	28	3	0,05								
4802804	48	28	4	0,07								
4900104	49	1	4	0,04								
4900105	49	1	5	0,05								
4900204	49	2	4	0,04								
4900205	49	2	5	0,06								
4900304	49	3	4	0,04								
4900305	49	3	5	0,07								
4900404	49	4	4	0,04								
4900405	49	4	5	0,07								
4900504	49	5	4	0,04								
4900505	49	5	5	0,07								
4900604	49	6	4	0,04								
4900605	49	6	5	0,06								
4900704	49	7	4	0,05								
4900705	49	7	5	0,07								
4900804	49	8	4	0,05								
4900805	49	8	5	0,06								
4900904	49	9	4	0,05								
4900905	49	9	5	0,06								
4901004	49	10	4	0,06								
4901005	49	10	5	0,06								
4901104	49	11	4	0,07								
4901105	49	11	5	0,06								
4901204	49	12	4	0,08								
4901205	49	12	5	0,06								
4901304	49	13	4	0,06								
4901305	49	13	5	0,06								
4901404	49	14	4	0,05								
4901405	49	14	5	0,06								
4901504	49	15	4	0,06								
4901505	49	15	5	0,06								
4901604	49	16	4	0,05								
4901605	49	16	5	0,07								
4901704	49	17	4	0,05								
4901705	49	17	5	0,07								
4901804	49	18	4	0,05								
4901805	49	18	5	0,07								
4901904	49	19	4	0,04								
4901905	49	19	5	0,07								
4902004	49	20	4	0,04								
4902104	49	21	4	0,05								
4902204	49	22	4	0,05								
4902304	49	23	4	0,05								
4902404	49	24	4	0,06								
4902504	49	25	4	0,06								
4902603	49	26	3	0,04								
4902604	49	26	4	0,06								
4902703	49	27	3	0,04								
4902704	49	27	4	0,06								
4902803	49	28	3	0,04								
4902804	49	28	4	0,06								
5000104	50	1	4	0,04								
5000105	50	1	5	0,05								
5000204	50	2	4	0,04								
5000205	50	2	5	0,05								
5000304	50	3	4	0,03								
5000305	50	3	5	0,06								
5000404	50	4	4	0,04								
5000405	50	4	5	0,06								
5000504	50	5	4	0,04								
5000505	50	5	5	0,06								
5000604	50	6	4	0,05								
5000605	50	6	5	0,06								
5000704	50	7	4	0,06								
5000705	50	7	5	0,06								
5000804	50	8	4	0,05								
5000805	50	8	5	0,06								
5000904	50	9	4	0,06								
5000905	50	9	5	0,06								
5001004	50	10	4	0,06								
5001005	50	10	5	0,06								
5001104	50	11	4	0,07								
5001105	50	11	5	0,06								
5001204	50	12	4	0,06								
5001205	50	12	5	0,06								
5001304	50	13	4	0,06								
5001305	50	13	5	0,06								
5001404	50	14	4	0,04								
5001405	50	14	5	0,06								
5001504	50	15	4	0,04								
5001505	50	15	5	0,06								
5001604	50	16	4	0,04								
5001605	50	16	5	0,07								
5001704	50	17	4	0,04								
5001705	50	17	5	0,07								
5001804	50	18	4	0,04								
5001805	50	18	5	0,07								
5001904	50	19	4	0,04								
5001905	50	19	5	0,07								
5002004	50	20	4	0,05								
5002005	50	20	5	0,07								
5002104	50	21	4	0,05								
5002204	50	22	4	0,04								
5002304	50	23	4	0,05								
5002404	50	24	4	0,05								
5002504	50	25	4	0,05								
5002603	50	26	3	0,04								
5002604	50	26	4	0,05								
5002703	50	27	3	0,04								
5002704	50	27	4	0,05								
5002803	50	28	3	0,04								
5002804	50	28	4	0,05								
5100104	51	1	4	0,04								
5100105	51	1	5	0,06								
5100204	51	2	4	0,04								
5100205	51	2	5	0,06								
5100304	51	3	4	0,04								
5100305	51	3	5	0,05								
5100404	51	4	4	0,04								
5100405	51	4	5	0,05								
5100504	51	5	4	0,05								
5100505	51	5	5	0,06								
5100604	51	6	4	0,07								
5100605	51	6	5	0,06								
5100704	51	7	4	0,08								
5100705	51	7	5	0,06								
5100804	51	8	4	0,06								
5100805	51	8	5	0,06								
5100904	51	9	4	0,06								
5100905	51	9	5	0,06								
5101004	51	10	4	0,05								
5101005	51	10	5	0,06								
5101104	51	11	4	0,04								
5101105	51	11	5	0,06								
5101204	51	12	4	0,06								
5101205	51	12	5	0,06								
5101304	51	13	4	0,06								
5101305	51	13	5	0,06								
5101404	51	14	4	0,05								
5101405	51	14	5	0,06								
5101504	51	15	4	0,04								
5101505	51	15	5	0,07								
5101604	51	16	4	0,04								
5101605	51	16	5	0,07								
5101704	51	17	4	0,04								
5101705	51	17	5	0,07								
5101804	51	18	4	0,04								
5101805	51	18	5	0,07								
5101904	51	19	4	0,04								
5101905	51	19	5	0,07								
5102004	51	20	4	0,05								
5102005	51	20	5	0,07								
5102104	51	21	4	0,05								
5102204	51	22	4	0,05								
5102304	51	23	4	0,04								
5102404	51	24	4	0,04								
5102504	51	25	4	0,05								
5102603	51	26	3	0,04								
5102604	51	26	4	0,06								
5102703	51	27	3	0,04								
5102704	51	27	4	0,07								
5102803	51	28	3	0,04								
5102804	51	28	4	0,07								
5200104	52	1	4	0,05								
5200105	52	1	5	0,07								
5200204	52	2	4	0,04								
5200205	52	2	5	0,06								
5200304	52	3	4	0,04								
5200305	52	3	5	0,05								
5200404	52	4	4	0,05								
5200405	52	4	5	0,05								
5200504	52	5	4	0,06								
5200505	52	5	5	0,06								
5200604	52	6	4	0,06								
5200605	52	6	5	0,06								
5200704	52	7	4	0,05								
5200705	52	7	5	0,06								
5200804	52	8	4	0,05								
5200805	52	8	5	0,05								
5200904	52	9	4	0,05								
5200905	52	9	5	0,06								
5201004	52	10	4	0,05								
5201005	52	10	5	0,06								
5201104	52	11	4	0,04								
5201105	52	11	5	0,06								
5201204	52	12	4	0,04								
5201205	52	12	5	0,06								
5201304	52	13	4	0,04								
5201305	52	13	5	0,06								
5201404	52	14	4	0,05								
5201405	52	14	5	0,06								
5201504	52	15	4	0,04								
5201505	52	15	5	0,07								
5201604	52	16	4	0,05								
5201605	52	16	5	0,07								
5201704	52	17	4	0,04								
5201705	52	17	5	0,07								
5201804	52	18	4	0,04								
5201805	52	18	5	0,07								
5201904	52	19	4	0,04								
5201905	52	19	5	0,07								
5202004	52	20	4	0,05								
5202005	52	20	5	0,07								
5202104	52	21	4	0,05								
5202204	52	22	4	0,05								
5202304	52	23	4	0,04								
5202404	52	24	4	0,05								
5202504	52	25	4	0,05								
5202603	52	26	3	0,05								
5202604	52	26	4	0,07								
5202703	52	27	3	0,05								
5202704	52	27	4	0,08								
5202803	52	28	3	0,05								
5202804	52	28	4	0,08								
5300104	53	1	4	0,05								
5300105	53	1	5	0,06								
5300204	53	2	4	0,06								
5300205	53	2	5	0,05								
5300304	53	3	4	0,05								
5300305	53	3	5	0,05								
5300404	53	4	4	0,05								
5300405	53	4	5	0,06								
5300504	53	5	4	0,04								
5300505	53	5	5	0,06								
5300604	53	6	4	0,05								
5300605	53	6	5	0,06								
5300704	53	7	4	0,04								
5300705	53	7	5	0,06								
5300804	53	8	4	0,04								
5300805	53	8	5	0,05								
5300904	53	9	4	0,04								
5300905	53	9	5	0,05								
5301004	53	10	4	0,04								
5301005	53	10	5	0,06								
5301104	53	11	4	0,04								
5301105	53	11	5	0,06								
5301204	53	12	4	0,04								
5301205	53	12	5	0,06								
5301304	53	13	4	0,04								
5301305	53	13	5	0,06								
5301404	53	14	4	0,04								
5301405	53	14	5	0,06								
5301504	53	15	4	0,05								
5301505	53	15	5	0,07								
5301604	53	16	4	0,05								
5301605	53	16	5	0,07								
5301704	53	17	4	0,04								
5301705	53	17	5	0,07								
5301804	53	18	4	0,04								
5301805	53	18	5	0,07								
5301904	53	19	4	0,04								
5301905	53	19	5	0,07								
5302004	53	20	4	0,05								
5302005	53	20	5	0,07								
5302104	53	21	4	0,04								
5302204	53	22	4	0,04								
5302304	53	23	4	0,05								
5302404	53	24	4	0,05								
5302504	53	25	4	0,05								
5302603	53	26	3	0,05								
5302604	53	26	4	0,05								
5302703	53	27	3	0,05								
5302704	53	27	4	0,05								
5302803	53	28	3	0,05								
5302804	53	28	4	0,06								
5400104	54	1	4	0,05								
5400105	54	1	5	0,05								
5400204	54	2	4	0,05								
5400205	54	2	5	0,05								
5400304	54	3	4	0,05								
5400305	54	3	5	0,06								
5400404	54	4	4	0,04								
5400405	54	4	5	0,05								
5400504	54	5	4	0,04								
5400505	54	5	5	0,06								
5400604	54	6	4	0,04								
5400605	54	6	5	0,06								
5400704	54	7	4	0,03								
5400705	54	7	5	0,06								
5400804	54	8	4	0,03								
5400805	54	8	5	0,06								
5400904	54	9	4	0,04								
5400905	54	9	5	0,06								
5401004	54	10	4	0,04								
5401005	54	10	5	0,06								
5401104	54	11	4	0,04								
5401105	54	11	5	0,06								
5401204	54	12	4	0,04								
5401205	54	12	5	0,06								
5401304	54	13	4	0,04								
5401305	54	13	5	0,06								
5401404	54	14	4	0,04								
5401405	54	14	5	0,06								
5401504	54	15	4	0,05								
5401505	54	15	5	0,07								
5401604	54	16	4	0,05								
5401605	54	16	5	0,06								
5401704	54	17	4	0,05								
5401705	54	17	5	0,07								
5401804	54	18	4	0,04								
5401805	54	18	5	0,07								
5401904	54	19	4	0,04								
5401905	54	19	5	0,07								
5402004	54	20	4	0,04								
5402005	54	20	5	0,07								
5402104	54	21	4	0,04								
5402204	54	22	4	0,05								
5402304	54	23	4	0,05								
5402404	54	24	4	0,04								
5402504	54	25	4	0,04								
5402603	54	26	3	0,05								
5402604	54	26	4	0,04								
5402703	54	27	3	0,05								
5402704	54	27	4	0,04								
5402803	54	28	3	0,05								
5402804	54	28	4	0,05								
5500104	55	1	4	0,05								
5500105	55	1	5	0,05								
5500204	55	2	4	0,05								
5500205	55	2	5	0,05								
5500304	55	3	4	0,04								
5500305	55	3	5	0,05								
5500404	55	4	4	0,05								
5500405	55	4	5	0,06								
5500504	55	5	4	0,04								
5500505	55	5	5	0,06								
5500604	55	6	4	0,04								
5500605	55	6	5	0,06								
5500704	55	7	4	0,04								
5500705	55	7	5	0,06								
5500804	55	8	4	0,04								
5500805	55	8	5	0,06								
5500904	55	9	4	0,04								
5500905	55	9	5	0,06								
5501004	55	10	4	0,05								
5501005	55	10	5	0,06								
5501104	55	11	4	0,05								
5501105	55	11	5	0,06								
5501204	55	12	4	0,04								
5501205	55	12	5	0,06								
5501304	55	13	4	0,05								
5501305	55	13	5	0,06								
5501404	55	14	4	0,04								
5501405	55	14	5	0,07								
5501504	55	15	4	0,04								
5501505	55	15	5	0,07								
5501604	55	16	4	0,04								
5501605	55	16	5	0,07								
5501704	55	17	4	0,04								
5501705	55	17	5	0,07								
5501804	55	18	4	0,04								
5501805	55	18	5	0,07								
5501904	55	19	4	0,04								
5501905	55	19	5	0,07								
5502004	55	20	4	0,03								
5502005	55	20	5	0,07								
5502104	55	21	4	0,03								
5502204	55	22	4	0,05								
5502304	55	23	4	0,04								
5502404	55	24	4	0,04								
5502503	55	25	3	0,05								
5502504	55	25	4	0,05								
5502603	55	26	3	0,05								
5502604	55	26	4	0,05								
5502703	55	27	3	0,05								
5502704	55	27	4	0,05								
5600104	56	1	4	0,06								
5600105	56	1	5	0,05								
5600204	56	2	4	0,06								
5600205	56	2	5	0,05								
5600304	56	3	4	0,05								
5600305	56	3	5	0,05								
5600404	56	4	4	0,05								
5600405	56	4	5	0,05								
5600504	56	5	4	0,04								
5600505	56	5	5	0,06								
5600604	56	6	4	0,04								
5600605	56	6	5	0,06								
5600704	56	7	4	0,05								
5600705	56	7	5	0,06								
5600804	56	8	4	0,05								
5600805	56	8	5	0,05								
5600904	56	9	4	0,04								
5600905	56	9	5	0,06								
5601004	56	10	4	0,05								
5601005	56	10	5	0,06								
5601104	56	11	4	0,04								
5601105	56	11	5	0,06								
5601204	56	12	4	0,04								
5601205	56	12	5	0,07								
5601304	56	13	4	0,05								
5601305	56	13	5	0,06								
5601404	56	14	4	0,04								
5601405	56	14	5	0,06								
5601504	56	15	4	0,03								
5601505	56	15	5	0,07								
5601604	56	16	4	0,04								
5601605	56	16	5	0,07								
5601704	56	17	4	0,04								
5601705	56	17	5	0,07								
5601804	56	18	4	0,04								
5601805	56	18	5	0,07								
5601904	56	19	4	0,03								
5601905	56	19	5	0,07								
5602004	56	20	4	0,03								
5602005	56	20	5	0,07								
5602104	56	21	4	0,04								
5602204	56	22	4	0,04								
5602304	56	23	4	0,04								
5602404	56	24	4	0,04								
5602503	56	25	3	0,06								
5602504	56	25	4	0,05								
5602603	56	26	3	0,06								
5602604	56	26	4	0,05								
5602703	56	27	3	0,06								
5602704	56	27	4	0,05								
5700104	57	1	4	0,06								
5700105	57	1	5	0,04								
5700204	57	2	4	0,06								
5700205	57	2	5	0,05								
5700304	57	3	4	0,05								
5700305	57	3	5	0,05								
5700404	57	4	4	0,04								
5700405	57	4	5	0,06								
5700504	57	5	4	0,05								
5700505	57	5	5	0,06								
5700604	57	6	4	0,05								
5700605	57	6	5	0,07								
5700704	57	7	4	0,05								
5700705	57	7	5	0,06								
5700804	57	8	4	0,05								
5700805	57	8	5	0,06								
5700904	57	9	4	0,05								
5700905	57	9	5	0,06								
5701004	57	10	4	0,04								
5701005	57	10	5	0,06								
5701104	57	11	4	0,04								
5701105	57	11	5	0,06								
5701204	57	12	4	0,05								
5701205	57	12	5	0,06								
5701304	57	13	4	0,05								
5701305	57	13	5	0,06								
5701404	57	14	4	0,04								
5701405	57	14	5	0,06								
5701504	57	15	4	0,05								
5701505	57	15	5	0,06								
5701604	57	16	4	0,05								
5701605	57	16	5	0,07								
5701704	57	17	4	0,04								
5701705	57	17	5	0,07								
5701804	57	18	4	0,04								
5701805	57	18	5	0,07								
5701904	57	19	4	0,05								
5701905	57	19	5	0,07								
5702004	57	20	4	0,05								
5702005	57	20	5	0,07								
5702104	57	21	4	0,05								
5702204	57	22	4	0,04								
5702304	57	23	4	0,04								
5702404	57	24	4	0,04								
5702503	57	25	3	0,06								
5702504	57	25	4	0,04								
5702603	57	26	3	0,06								
5702604	57	26	4	0,04								
5702703	57	27	3	0,06								
5702704	57	27	4	0,03								
5800104	58	1	4	0,05								
5800105	58	1	5	0,05								
5800204	58	2	4	0,05								
5800205	58	2	5	0,05								
5800304	58	3	4	0,05								
5800305	58	3	5	0,05								
5800404	58	4	4	0,05								
5800405	58	4	5	0,06								
5800504	58	5	4	0,05								
5800505	58	5	5	0,06								
5800604	58	6	4	0,05								
5800605	58	6	5	0,05								
5800704	58	7	4	0,05								
5800705	58	7	5	0,05								
5800804	58	8	4	0,05								
5800805	58	8	5	0,05								
5800904	58	9	4	0,04								
5800905	58	9	5	0,06								
5801004	58	10	4	0,05								
5801005	58	10	5	0,06								
5801104	58	11	4	0,04								
5801105	58	11	5	0,06								
5801204	58	12	4	0,05								
5801205	58	12	5	0,06								
5801304	58	13	4	0,05								
5801305	58	13	5	0,06								
5801404	58	14	4	0,05								
5801405	58	14	5	0,06								
5801504	58	15	4	0,06								
5801505	58	15	5	0,06								
5801604	58	16	4	0,05								
5801605	58	16	5	0,06								
5801704	58	17	4	0,04								
5801705	58	17	5	0,07								
5801804	58	18	4	0,05								
5801805	58	18	5	0,07								
5801904	58	19	4	0,04								
5801905	58	19	5	0,07								
5802004	58	20	4	0,04								
5802005	58	20	5	0,07								
5802104	58	21	4	0,04								
5802204	58	22	4	0,04								
5802304	58	23	4	0,04								
5802404	58	24	4	0,03								
5802503	58	25	3	0,05								
5802504	58	25	4	0,04								
5802603	58	26	3	0,05								
5802604	58	26	4	0,04								
5802703	58	27	3	0,05								
5802704	58	27	4	0,04								
5900104	59	1	4	0,05								
5900105	59	1	5	0,05								
5900204	59	2	4	0,05								
5900205	59	2	5	0,04								
5900304	59	3	4	0,05								
5900305	59	3	5	0,05								
5900404	59	4	4	0,05								
5900405	59	4	5	0,05								
5900504	59	5	4	0,05								
5900505	59	5	5	0,05								
5900604	59	6	4	0,05								
5900605	59	6	5	0,05								
5900704	59	7	4	0,04								
5900705	59	7	5	0,06								
5900804	59	8	4	0,05								
5900805	59	8	5	0,06								
5900904	59	9	4	0,06								
5900905	59	9	5	0,06								
5901004	59	10	4	0,05								
5901005	59	10	5	0,06								
5901104	59	11	4	0,05								
5901105	59	11	5	0,06								
5901204	59	12	4	0,05								
5901205	59	12	5	0,06								
5901304	59	13	4	0,05								
5901305	59	13	5	0,06								
5901404	59	14	4	0,06								
5901405	59	14	5	0,06								
5901504	59	15	4	0,06								
5901505	59	15	5	0,06								
5901604	59	16	4	0,04								
5901605	59	16	5	0,06								
5901704	59	17	4	0,04								
5901705	59	17	5	0,06								
5901804	59	18	4	0,04								
5901805	59	18	5	0,07								
5901904	59	19	4	0,04								
5901905	59	19	5	0,07								
5902004	59	20	4	0,05								
5902104	59	21	4	0,05								
5902204	59	22	4	0,04								
5902304	59	23	4	0,05								
5902404	59	24	4	0,04								
5902503	59	25	3	0,05								
5902504	59	25	4	0,04								
5902603	59	26	3	0,05								
5902604	59	26	4	0,05								
5902703	59	27	3	0,05								
5902704	59	27	4	0,05								
6000104	60	1	4	0,05								
6000105	60	1	5	0,05								
6000204	60	2	4	0,05								
6000205	60	2	5	0,05								
6000304	60	3	4	0,05								
6000305	60	3	5	0,05								
6000404	60	4	4	0,05								
6000405	60	4	5	0,05								
6000504	60	5	4	0,05								
6000505	60	5	5	0,05								
6000604	60	6	4	0,05								
6000605	60	6	5	0,05								
6000704	60	7	4	0,05								
6000705	60	7	5	0,05								
6000804	60	8	4	0,05								
6000805	60	8	5	0,06								
6000904	60	9	4	0,05								
6000905	60	9	5	0,06								
6001004	60	10	4	0,05								
6001005	60	10	5	0,06								
6001104	60	11	4	0,05								
6001105	60	11	5	0,06								
6001204	60	12	4	0,05								
6001205	60	12	5	0,06								
6001304	60	13	4	0,05								
6001305	60	13	5	0,06								
6001404	60	14	4	0,06								
6001405	60	14	5	0,06								
6001504	60	15	4	0,05								
6001505	60	15	5	0,06								
6001604	60	16	4	0,05								
6001605	60	16	5	0,06								
6001704	60	17	4	0,04								
6001705	60	17	5	0,06								
6001804	60	18	4	0,04								
6001805	60	18	5	0,06								
6001904	60	19	4	0,05								
6002004	60	20	4	0,06								
6002104	60	21	4	0,05								
6002204	60	22	4	0,04								
6002304	60	23	4	0,05								
6002404	60	24	4	0,06								
6002503	60	25	3	0,05								
6002504	60	25	4	0,04								
6002603	60	26	3	0,05								
6002604	60	26	4	0,04								
6002703	60	27	3	0,05								
6002704	60	27	4	0,04								
6100104	61	1	4	0,05								
6100105	61	1	5	0,04								
6100204	61	2	4	0,05								
6100205	61	2	5	0,05								
6100304	61	3	4	0,05								
6100305	61	3	5	0,05								
6100404	61	4	4	0,04								
6100405	61	4	5	0,04								
6100504	61	5	4	0,04								
6100505	61	5	5	0,05								
6100604	61	6	4	0,04								
6100605	61	6	5	0,05								
6100704	61	7	4	0,05								
6100705	61	7	5	0,06								
6100804	61	8	4	0,04								
6100805	61	8	5	0,06								
6100904	61	9	4	0,04								
6100905	61	9	5	0,06								
6101004	61	10	4	0,04								
6101005	61	10	5	0,06								
6101104	61	11	4	0,05								
6101105	61	11	5	0,06								
6101204	61	12	4	0,05								
6101205	61	12	5	0,06								
6101304	61	13	4	0,05								
6101305	61	13	5	0,06								
6101404	61	14	4	0,05								
6101405	61	14	5	0,06								
6101504	61	15	4	0,05								
6101505	61	15	5	0,06								
6101604	61	16	4	0,06								
6101605	61	16	5	0,06								
6101704	61	17	4	0,05								
6101705	61	17	5	0,06								
6101804	61	18	4	0,05								
6101805	61	18	5	0,06								
6101904	61	19	4	0,06								
6101905	61	19	5	0,06								
6102004	61	20	4	0,06								
6102005	61	20	5	0,06								
6102104	61	21	4	0,05								
6102105	61	21	5	0,06								
6102204	61	22	4	0,05								
6102205	61	22	5	0,06								
6102304	61	23	4	0,04								
6102305	61	23	5	0,05								
6102404	61	24	4	0,04								
6102405	61	24	5	0,05								
6102503	61	25	3	0,05								
6102504	61	25	4	0,03								
6102505	61	25	5	0,05								
6102603	61	26	3	0,05								
6102604	61	26	4	0,04								
6102703	61	27	3	0,05								
6102704	61	27	4	0,04								
6200104	62	1	4	0,05								
6200105	62	1	5	0,04								
6200204	62	2	4	0,05								
6200205	62	2	5	0,04								
6200304	62	3	4	0,05								
6200305	62	3	5	0,04								
6200404	62	4	4	0,05								
6200405	62	4	5	0,04								
6200504	62	5	4	0,05								
6200505	62	5	5	0,04								
6200604	62	6	4	0,04								
6200605	62	6	5	0,05								
6200704	62	7	4	0,05								
6200705	62	7	5	0,05								
6200804	62	8	4	0,05								
6200805	62	8	5	0,06								
6200904	62	9	4	0,05								
6200905	62	9	5	0,06								
6201004	62	10	4	0,04								
6201005	62	10	5	0,06								
6201104	62	11	4	0,05								
6201105	62	11	5	0,06								
6201204	62	12	4	0,05								
6201205	62	12	5	0,06								
6201304	62	13	4	0,05								
6201305	62	13	5	0,06								
6201404	62	14	4	0,05								
6201405	62	14	5	0,06								
6201504	62	15	4	0,05								
6201505	62	15	5	0,06								
6201604	62	16	4	0,05								
6201605	62	16	5	0,06								
6201704	62	17	4	0,06								
6201705	62	17	5	0,06								
6201804	62	18	4	0,06								
6201805	62	18	5	0,06								
6201904	62	19	4	0,06								
6201905	62	19	5	0,06								
6202004	62	20	4	0,05								
6202005	62	20	5	0,06								
6202104	62	21	4	0,05								
6202105	62	21	5	0,06								
6202204	62	22	4	0,04								
6202205	62	22	5	0,06								
6202304	62	23	4	0,05								
6202305	62	23	5	0,05								
6202404	62	24	4	0,04								
6202405	62	24	5	0,05								
6202503	62	25	3	0,05								
6202504	62	25	4	0,03								
6202505	62	25	5	0,05								
6202603	62	26	3	0,05								
6202604	62	26	4	0,03								
6202605	62	26	5	0,05								
6202703	62	27	3	0,05								
6202704	62	27	4	0,04								
6300104	63	1	4	0,05								
6300105	63	1	5	0,03								
6300204	63	2	4	0,05								
6300205	63	2	5	0,04								
6300304	63	3	4	0,05								
6300305	63	3	5	0,04								
6300404	63	4	4	0,05								
6300405	63	4	5	0,04								
6300504	63	5	4	0,05								
6300505	63	5	5	0,05								
6300604	63	6	4	0,05								
6300605	63	6	5	0,05								
6300704	63	7	4	0,05								
6300705	63	7	5	0,06								
6300804	63	8	4	0,05								
6300805	63	8	5	0,06								
6300904	63	9	4	0,05								
6300905	63	9	5	0,06								
6301004	63	10	4	0,05								
6301005	63	10	5	0,06								
6301104	63	11	4	0,05								
6301105	63	11	5	0,06								
6301204	63	12	4	0,05								
6301205	63	12	5	0,06								
6301304	63	13	4	0,05								
6301305	63	13	5	0,06								
6301404	63	14	4	0,05								
6301405	63	14	5	0,06								
6301504	63	15	4	0,05								
6301505	63	15	5	0,06								
6301604	63	16	4	0,05								
6301605	63	16	5	0,06								
6301704	63	17	4	0,05								
6301705	63	17	5	0,06								
6301804	63	18	4	0,05								
6301805	63	18	5	0,06								
6301904	63	19	4	0,05								
6301905	63	19	5	0,06								
6302004	63	20	4	0,05								
6302005	63	20	5	0,06								
6302104	63	21	4	0,05								
6302105	63	21	5	0,06								
6302204	63	22	4	0,05								
6302205	63	22	5	0,06								
6302304	63	23	4	0,05								
6302305	63	23	5	0,05								
6302404	63	24	4	0,04								
6302405	63	24	5	0,05								
6302503	63	25	3	0,05								
6302504	63	25	4	0,04								
6302505	63	25	5	0,05								
6302603	63	26	3	0,05								
6302604	63	26	4	0,03								
6302605	63	26	5	0,05								
6302703	63	27	3	0,05								
6302704	63	27	4	0,03								
6302705	63	27	5	0,05								
6400104	64	1	4	0,05								
6400105	64	1	5	0,03								
6400204	64	2	4	0,05								
6400205	64	2	5	0,04								
6400304	64	3	4	0,05								
6400305	64	3	5	0,05								
6400404	64	4	4	0,05								
6400405	64	4	5	0,05								
6400504	64	5	4	0,05								
6400505	64	5	5	0,05								
6400604	64	6	4	0,05								
6400605	64	6	5	0,06								
6400704	64	7	4	0,05								
6400705	64	7	5	0,06								
6400804	64	8	4	0,05								
6400805	64	8	5	0,06								
6400904	64	9	4	0,05								
6400905	64	9	5	0,06								
6401004	64	10	4	0,05								
6401005	64	10	5	0,06								
6401104	64	11	4	0,05								
6401105	64	11	5	0,06								
6401204	64	12	4	0,05								
6401205	64	12	5	0,06								
6401304	64	13	4	0,05								
6401305	64	13	5	0,06								
6401404	64	14	4	0,05								
6401405	64	14	5	0,06								
6401504	64	15	4	0,05								
6401505	64	15	5	0,06								
6401604	64	16	4	0,05								
6401605	64	16	5	0,06								
6401704	64	17	4	0,05								
6401705	64	17	5	0,06								
6401804	64	18	4	0,05								
6401805	64	18	5	0,06								
6401904	64	19	4	0,05								
6401905	64	19	5	0,06								
6402004	64	20	4	0,04								
6402005	64	20	5	0,06								
6402104	64	21	4	0,04								
6402105	64	21	5	0,06								
6402204	64	22	4	0,05								
6402205	64	22	5	0,06								
6402304	64	23	4	0,05								
6402305	64	23	5	0,05								
6402404	64	24	4	0,05								
6402405	64	24	5	0,05								
6402503	64	25	3	0,05								
6402504	64	25	4	0,05								
6402505	64	25	5	0,05								
6402603	64	26	3	0,05								
6402604	64	26	4	0,04								
6402605	64	26	5	0,05								
6402703	64	27	3	0,05								
6402704	64	27	4	0,03								
6402705	64	27	5	0,05								
6500104	65	1	4	0,05								
6500105	65	1	5	0,04								
6500106	65	1	6	0,05								
6500204	65	2	4	0,05								
6500205	65	2	5	0,04								
6500206	65	2	6	0,05								
6500304	65	3	4	0,05								
6500305	65	3	5	0,05								
6500306	65	3	6	0,05								
6500404	65	4	4	0,05								
6500405	65	4	5	0,05								
6500406	65	4	6	0,05								
6500504	65	5	4	0,05								
6500505	65	5	5	0,05								
6500506	65	5	6	0,05								
6500604	65	6	4	0,05								
6500605	65	6	5	0,06								
6500606	65	6	6	0,05								
6500704	65	7	4	0,05								
6500705	65	7	5	0,06								
6500706	65	7	6	0,04								
6500804	65	8	4	0,05								
6500805	65	8	5	0,06								
