location	Township	range	meridian	rate								
6500806	65	8	6	0,04								
6500904	65	9	4	0,05								
6500905	65	9	5	0,06								
6500906	65	9	6	0,05								
6501004	65	10	4	0,05								
6501005	65	10	5	0,06								
6501006	65	10	6	0,05								
6501104	65	11	4	0,05								
6501105	65	11	5	0,06								
6501106	65	11	6	0,05								
6501204	65	12	4	0,05								
6501205	65	12	5	0,06								
6501206	65	12	6	0,05								
6501304	65	13	4	0,05								
6501306	65	13	6	0,05								
6501404	65	14	4	0,05								
6501406	65	14	6	0,05								
6501504	65	15	4	0,05								
6501505	65	15	5	0,06								
6501604	65	16	4	0,05								
6501605	65	16	5	0,06								
6501704	65	17	4	0,05								
6501705	65	17	5	0,06								
6501804	65	18	4	0,06								
6501805	65	18	5	0,06								
6501904	65	19	4	0,04								
6501905	65	19	5	0,06								
6502004	65	20	4	0,04								
6502005	65	20	5	0,06								
6502104	65	21	4	0,04								
6502105	65	21	5	0,06								
6502204	65	22	4	0,04								
6502205	65	22	5	0,06								
6502304	65	23	4	0,05								
6502305	65	23	5	0,06								
6502404	65	24	4	0,04								
6502405	65	24	5	0,05								
6502503	65	25	3	0,05								
6502504	65	25	4	0,05								
6502505	65	25	5	0,05								
6502603	65	26	3	0,05								
6502604	65	26	4	0,05								
6502605	65	26	5	0,05								
6502703	65	27	3	0,05								
6502704	65	27	4	0,05								
6502705	65	27	5	0,05								
6600104	66	1	4	0,05								
6600105	66	1	5	0,05								
6600106	66	1	6	0,05								
6600204	66	2	4	0,05								
6600205	66	2	5	0,05								
6600206	66	2	6	0,05								
6600304	66	3	4	0,05								
6600305	66	3	5	0,05								
6600306	66	3	6	0,05								
6600404	66	4	4	0,05								
6600405	66	4	5	0,05								
6600406	66	4	6	0,05								
6600504	66	5	4	0,05								
6600505	66	5	5	0,05								
6600506	66	5	6	0,05								
6600604	66	6	4	0,05								
6600605	66	6	5	0,05								
6600606	66	6	6	0,05								
6600704	66	7	4	0,05								
6600705	66	7	5	0,06								
6600706	66	7	6	0,04								
6600804	66	8	4	0,05								
6600805	66	8	5	0,06								
6600806	66	8	6	0,04								
6600904	66	9	4	0,05								
6600905	66	9	5	0,06								
6600906	66	9	6	0,05								
6601004	66	10	4	0,05								
6601005	66	10	5	0,06								
6601006	66	10	6	0,05								
6601104	66	11	4	0,05								
6601105	66	11	5	0,06								
6601106	66	11	6	0,05								
6601204	66	12	4	0,05								
6601205	66	12	5	0,06								
6601206	66	12	6	0,05								
6601304	66	13	4	0,05								
6601306	66	13	6	0,05								
6601404	66	14	4	0,05								
6601406	66	14	6	0,05								
6601504	66	15	4	0,05								
6601505	66	15	5	0,06								
6601604	66	16	4	0,05								
6601605	66	16	5	0,06								
6601704	66	17	4	0,05								
6601705	66	17	5	0,06								
6601804	66	18	4	0,05								
6601805	66	18	5	0,06								
6601904	66	19	4	0,04								
6601905	66	19	5	0,06								
6602004	66	20	4	0,04								
6602005	66	20	5	0,06								
6602104	66	21	4	0,05								
6602105	66	21	5	0,06								
6602204	66	22	4	0,05								
6602205	66	22	5	0,06								
6602304	66	23	4	0,04								
6602305	66	23	5	0,06								
6602404	66	24	4	0,04								
6602405	66	24	5	0,05								
6602503	66	25	3	0,05								
6602504	66	25	4	0,05								
6602505	66	25	5	0,05								
6602603	66	26	3	0,05								
6602604	66	26	4	0,05								
6602605	66	26	5	0,05								
6602703	66	27	3	0,05								
6602704	66	27	4	0,05								
6602705	66	27	5	0,05								
6700104	67	1	4	0,05								
6700105	67	1	5	0,06								
6700106	67	1	6	0,05								
6700204	67	2	4	0,05								
6700205	67	2	5	0,06								
6700206	67	2	6	0,05								
6700304	67	3	4	0,05								
6700305	67	3	5	0,05								
6700306	67	3	6	0,05								
6700404	67	4	4	0,05								
6700405	67	4	5	0,05								
6700406	67	4	6	0,05								
6700504	67	5	4	0,05								
6700505	67	5	5	0,05								
6700506	67	5	6	0,05								
6700604	67	6	4	0,05								
6700605	67	6	5	0,05								
6700606	67	6	6	0,05								
6700704	67	7	4	0,05								
6700705	67	7	5	0,05								
6700706	67	7	6	0,04								
6700804	67	8	4	0,05								
6700805	67	8	5	0,06								
6700806	67	8	6	0,04								
6700904	67	9	4	0,05								
6700905	67	9	5	0,06								
6700906	67	9	6	0,05								
6701004	67	10	4	0,05								
6701005	67	10	5	0,06								
6701006	67	10	6	0,05								
6701104	67	11	4	0,05								
6701106	67	11	6	0,05								
6701204	67	12	4	0,05								
6701205	67	12	5	0,05								
6701206	67	12	6	0,05								
6701304	67	13	4	0,05								
6701305	67	13	5	0,05								
6701306	67	13	6	0,05								
6701404	67	14	4	0,05								
6701405	67	14	5	0,05								
6701406	67	14	6	0,05								
6701504	67	15	4	0,05								
6701505	67	15	5	0,05								
6701604	67	16	4	0,04								
6701605	67	16	5	0,06								
6701704	67	17	4	0,04								
6701705	67	17	5	0,06								
6701804	67	18	4	0,04								
6701805	67	18	5	0,06								
6701904	67	19	4	0,04								
6701905	67	19	5	0,06								
6702004	67	20	4	0,05								
6702005	67	20	5	0,06								
6702104	67	21	4	0,05								
6702105	67	21	5	0,06								
6702204	67	22	4	0,05								
6702205	67	22	5	0,06								
6702304	67	23	4	0,05								
6702305	67	23	5	0,06								
6702404	67	24	4	0,05								
6702405	67	24	5	0,05								
6702503	67	25	3	0,05								
6702504	67	25	4	0,05								
6702505	67	25	5	0,05								
6702603	67	26	3	0,05								
6702604	67	26	4	0,05								
6702605	67	26	5	0,05								
6702703	67	27	3	0,05								
6702704	67	27	4	0,06								
6702705	67	27	5	0,05								
6800105	68	1	5	0,06								
6800106	68	1	6	0,05								
6800205	68	2	5	0,06								
6800206	68	2	6	0,05								
6800305	68	3	5	0,06								
6800306	68	3	6	0,05								
6800405	68	4	5	0,05								
6800406	68	4	6	0,05								
6800505	68	5	5	0,05								
6800506	68	5	6	0,05								
6800605	68	6	5	0,05								
6800606	68	6	6	0,05								
6800705	68	7	5	0,05								
6800706	68	7	6	0,04								
6800804	68	8	4	0,05								
6800805	68	8	5	0,05								
6800806	68	8	6	0,04								
6800904	68	9	4	0,05								
6800905	68	9	5	0,06								
6800906	68	9	6	0,05								
6801004	68	10	4	0,05								
6801006	68	10	6	0,05								
6801104	68	11	4	0,05								
6801106	68	11	6	0,05								
6801204	68	12	4	0,05								
6801205	68	12	5	0,05								
6801206	68	12	6	0,05								
6801304	68	13	4	0,05								
6801305	68	13	5	0,05								
6801306	68	13	6	0,05								
6801404	68	14	4	0,05								
6801405	68	14	5	0,05								
6801406	68	14	6	0,05								
6801504	68	15	4	0,05								
6801505	68	15	5	0,05								
6801604	68	16	4	0,04								
6801605	68	16	5	0,05								
6801704	68	17	4	0,04								
6801705	68	17	5	0,06								
6801804	68	18	4	0,04								
6801805	68	18	5	0,06								
6801904	68	19	4	0,04								
6801905	68	19	5	0,06								
6802004	68	20	4	0,05								
6802005	68	20	5	0,06								
6802104	68	21	4	0,06								
6802105	68	21	5	0,06								
6802204	68	22	4	0,06								
6802205	68	22	5	0,06								
6802304	68	23	4	0,05								
6802305	68	23	5	0,06								
6802404	68	24	4	0,06								
6802405	68	24	5	0,05								
6802504	68	25	4	0,06								
6802505	68	25	5	0,05								
6802604	68	26	4	0,06								
6802605	68	26	5	0,05								
6802704	68	27	4	0,06								
6802705	68	27	5	0,05								
6900105	69	1	5	0,06								
6900106	69	1	6	0,05								
6900205	69	2	5	0,06								
6900206	69	2	6	0,05								
6900305	69	3	5	0,06								
6900306	69	3	6	0,05								
6900405	69	4	5	0,05								
6900406	69	4	6	0,05								
6900505	69	5	5	0,05								
6900506	69	5	6	0,05								
6900605	69	6	5	0,05								
6900606	69	6	6	0,05								
6900706	69	7	6	0,04								
6900805	69	8	5	0,05								
6900806	69	8	6	0,04								
6900904	69	9	4	0,05								
6900905	69	9	5	0,05								
6900906	69	9	6	0,05								
6901004	69	10	4	0,05								
6901005	69	10	5	0,05								
6901006	69	10	6	0,05								
6901104	69	11	4	0,05								
6901105	69	11	5	0,05								
6901106	69	11	6	0,05								
6901204	69	12	4	0,05								
6901205	69	12	5	0,04								
6901206	69	12	6	0,05								
6901304	69	13	4	0,05								
6901305	69	13	5	0,05								
6901306	69	13	6	0,05								
6901404	69	14	4	0,05								
6901405	69	14	5	0,05								
6901406	69	14	6	0,05								
6901504	69	15	4	0,05								
6901505	69	15	5	0,05								
6901506	69	15	6	0,05								
6901604	69	16	4	0,05								
6901605	69	16	5	0,05								
6901606	69	16	6	0,05								
6901704	69	17	4	0,05								
6901705	69	17	5	0,05								
6901804	69	18	4	0,05								
6901805	69	18	5	0,06								
6901904	69	19	4	0,05								
6901905	69	19	5	0,06								
6902004	69	20	4	0,06								
6902005	69	20	5	0,06								
6902104	69	21	4	0,07								
6902105	69	21	5	0,06								
6902204	69	22	4	0,06								
6902205	69	22	5	0,06								
6902304	69	23	4	0,06								
6902305	69	23	5	0,06								
6902404	69	24	4	0,06								
6902405	69	24	5	0,05								
6902504	69	25	4	0,06								
6902505	69	25	5	0,05								
6902604	69	26	4	0,06								
6902605	69	26	5	0,04								
6902704	69	27	4	0,06								
6902705	69	27	5	0,05								
7000105	70	1	5	0,06								
7000106	70	1	6	0,05								
7000205	70	2	5	0,06								
7000206	70	2	6	0,05								
7000305	70	3	5	0,06								
7000306	70	3	6	0,05								
7000405	70	4	5	0,06								
7000406	70	4	6	0,05								
7000505	70	5	5	0,05								
7000506	70	5	6	0,05								
7000605	70	6	5	0,05								
7000606	70	6	6	0,05								
7000706	70	7	6	0,04								
7000805	70	8	5	0,05								
7000806	70	8	6	0,04								
7000905	70	9	5	0,05								
7000906	70	9	6	0,03								
7001005	70	10	5	0,05								
7001006	70	10	6	0,03								
7001105	70	11	5	0,04								
7001106	70	11	6	0,04								
7001204	70	12	4	0,05								
7001205	70	12	5	0,04								
7001206	70	12	6	0,04								
7001304	70	13	4	0,05								
7001305	70	13	5	0,04								
7001306	70	13	6	0,05								
7001404	70	14	4	0,05								
7001405	70	14	5	0,04								
7001406	70	14	6	0,05								
7001504	70	15	4	0,05								
7001505	70	15	5	0,04								
7001506	70	15	6	0,05								
7001604	70	16	4	0,05								
7001605	70	16	5	0,05								
7001606	70	16	6	0,05								
7001704	70	17	4	0,05								
7001705	70	17	5	0,05								
7001804	70	18	4	0,06								
7001805	70	18	5	0,05								
7001904	70	19	4	0,06								
7001905	70	19	5	0,05								
7002004	70	20	4	0,06								
7002005	70	20	5	0,05								
7002104	70	21	4	0,06								
7002105	70	21	5	0,06								
7002204	70	22	4	0,06								
7002205	70	22	5	0,05								
7002304	70	23	4	0,06								
7002305	70	23	5	0,05								
7002404	70	24	4	0,06								
7002405	70	24	5	0,05								
7002504	70	25	4	0,06								
7002505	70	25	5	0,04								
7002604	70	26	4	0,06								
7002605	70	26	5	0,03								
7002704	70	27	4	0,06								
7002705	70	27	5	0,05								
7100105	71	1	5	0,06								
7100106	71	1	6	0,04								
7100205	71	2	5	0,06								
7100206	71	2	6	0,05								
7100305	71	3	5	0,06								
7100306	71	3	6	0,04								
7100405	71	4	5	0,06								
7100406	71	4	6	0,04								
7100505	71	5	5	0,06								
7100506	71	5	6	0,04								
7100606	71	6	6	0,03								
7100706	71	7	6	0,03								
7100805	71	8	5	0,05								
7100806	71	8	6	0,03								
7100905	71	9	5	0,04								
7100906	71	9	6	0,03								
7101005	71	10	5	0,04								
7101006	71	10	6	0,03								
7101105	71	11	5	0,04								
7101106	71	11	6	0,04								
7101204	71	12	4	0,05								
7101205	71	12	5	0,04								
7101206	71	12	6	0,05								
7101304	71	13	4	0,05								
7101305	71	13	5	0,04								
7101306	71	13	6	0,05								
7101404	71	14	4	0,05								
7101405	71	14	5	0,04								
7101406	71	14	6	0,05								
7101504	71	15	4	0,05								
7101505	71	15	5	0,04								
7101506	71	15	6	0,05								
7101604	71	16	4	0,05								
7101605	71	16	5	0,04								
7101606	71	16	6	0,05								
7101704	71	17	4	0,05								
7101705	71	17	5	0,04								
7101804	71	18	4	0,06								
7101805	71	18	5	0,04								
7101904	71	19	4	0,06								
7101905	71	19	5	0,04								
7102004	71	20	4	0,06								
7102005	71	20	5	0,05								
7102104	71	21	4	0,06								
7102105	71	21	5	0,05								
7102204	71	22	4	0,06								
7102205	71	22	5	0,05								
7102304	71	23	4	0,06								
7102305	71	23	5	0,05								
7102404	71	24	4	0,06								
7102405	71	24	5	0,05								
7102504	71	25	4	0,06								
7102505	71	25	5	0,04								
7102604	71	26	4	0,06								
7102605	71	26	5	0,03								
7200105	72	1	5	0,06								
7200106	72	1	6	0,04								
7200205	72	2	5	0,06								
7200206	72	2	6	0,05								
7200305	72	3	5	0,06								
7200306	72	3	6	0,04								
7200405	72	4	5	0,06								
7200406	72	4	6	0,03								
7200505	72	5	5	0,06								
7200506	72	5	6	0,03								
7200606	72	6	6	0,03								
7200706	72	7	6	0,03								
7200805	72	8	5	0,04								
7200806	72	8	6	0,03								
7200905	72	9	5	0,04								
7200906	72	9	6	0,03								
7201005	72	10	5	0,04								
7201006	72	10	6	0,03								
7201105	72	11	5	0,04								
7201106	72	11	6	0,04								
7201204	72	12	4	0,05								
7201205	72	12	5	0,04								
7201206	72	12	6	0,05								
7201304	72	13	4	0,05								
7201305	72	13	5	0,04								
7201306	72	13	6	0,05								
7201404	72	14	4	0,05								
7201405	72	14	5	0,04								
7201406	72	14	6	0,05								
7201504	72	15	4	0,05								
7201505	72	15	5	0,04								
7201506	72	15	6	0,05								
7201604	72	16	4	0,06								
7201605	72	16	5	0,04								
7201606	72	16	6	0,05								
7201704	72	17	4	0,05								
7201705	72	17	5	0,04								
7201804	72	18	4	0,05								
7201805	72	18	5	0,04								
7201904	72	19	4	0,06								
7201905	72	19	5	0,04								
7202004	72	20	4	0,06								
7202005	72	20	5	0,04								
7202104	72	21	4	0,06								
7202105	72	21	5	0,04								
7202204	72	22	4	0,06								
7202205	72	22	5	0,04								
7202304	72	23	4	0,06								
7202305	72	23	5	0,04								
7202404	72	24	4	0,06								
7202405	72	24	5	0,04								
7202504	72	25	4	0,06								
7202505	72	25	5	0,05								
7202604	72	26	4	0,06								
7202605	72	26	5	0,04								
7300105	73	1	5	0,06								
7300106	73	1	6	0,04								
7300205	73	2	5	0,06								
7300206	73	2	6	0,04								
7300305	73	3	5	0,06								
7300306	73	3	6	0,04								
7300405	73	4	5	0,06								
7300406	73	4	6	0,03								
7300505	73	5	5	0,06								
7300506	73	5	6	0,03								
7300606	73	6	6	0,03								
7300706	73	7	6	0,03								
7300805	73	8	5	0,04								
7300806	73	8	6	0,03								
7300905	73	9	5	0,04								
7300906	73	9	6	0,03								
7301005	73	10	5	0,04								
7301006	73	10	6	0,03								
7301105	73	11	5	0,04								
7301106	73	11	6	0,03								
7301204	73	12	4	0,05								
7301205	73	12	5	0,04								
7301206	73	12	6	0,04								
7301304	73	13	4	0,05								
7301305	73	13	5	0,04								
7301306	73	13	6	0,04								
7301404	73	14	4	0,05								
7301405	73	14	5	0,04								
7301406	73	14	6	0,04								
7301504	73	15	4	0,05								
7301505	73	15	5	0,04								
7301506	73	15	6	0,04								
7301604	73	16	4	0,05								
7301605	73	16	5	0,05								
7301606	73	16	6	0,04								
7301704	73	17	4	0,05								
7301705	73	17	5	0,04								
7301804	73	18	4	0,05								
7301805	73	18	5	0,04								
7301904	73	19	4	0,06								
7301905	73	19	5	0,03								
7302004	73	20	4	0,06								
7302005	73	20	5	0,03								
7302104	73	21	4	0,06								
7302105	73	21	5	0,03								
7302204	73	22	4	0,06								
7302205	73	22	5	0,03								
7302304	73	23	4	0,06								
7302305	73	23	5	0,04								
7302404	73	24	4	0,06								
7302405	73	24	5	0,04								
7302504	73	25	4	0,06								
7302505	73	25	5	0,04								
7302604	73	26	4	0,06								
7302605	73	26	5	0,04								
7400106	74	1	6	0,04								
7400206	74	2	6	0,04								
7400306	74	3	6	0,03								
7400406	74	4	6	0,03								
7400506	74	5	6	0,03								
7400606	74	6	6	0,03								
7400706	74	7	6	0,03								
7400805	74	8	5	0,04								
7400806	74	8	6	0,03								
7400905	74	9	5	0,04								
7400906	74	9	6	0,04								
7401005	74	10	5	0,04								
7401006	74	10	6	0,03								
7401105	74	11	5	0,04								
7401106	74	11	6	0,03								
7401204	74	12	4	0,05								
7401205	74	12	5	0,04								
7401206	74	12	6	0,05								
7401304	74	13	4	0,05								
7401305	74	13	5	0,04								
7401306	74	13	6	0,04								
7401404	74	14	4	0,05								
7401405	74	14	5	0,04								
7401406	74	14	6	0,04								
7401504	74	15	4	0,05								
7401505	74	15	5	0,04								
7401506	74	15	6	0,04								
7401604	74	16	4	0,05								
7401605	74	16	5	0,03								
7401606	74	16	6	0,04								
7401704	74	17	4	0,05								
7401705	74	17	5	0,03								
7401804	74	18	4	0,05								
7401805	74	18	5	0,03								
7401904	74	19	4	0,06								
7401905	74	19	5	0,03								
7402004	74	20	4	0,06								
7402005	74	20	5	0,03								
7402104	74	21	4	0,06								
7402105	74	21	5	0,03								
7402204	74	22	4	0,06								
7402205	74	22	5	0,03								
7402304	74	23	4	0,06								
7402305	74	23	5	0,03								
7402404	74	24	4	0,06								
7402405	74	24	5	0,04								
7402505	74	25	5	0,04								
7402605	74	26	5	0,04								
7500106	75	1	6	0,04								
7500206	75	2	6	0,04								
7500306	75	3	6	0,03								
7500406	75	4	6	0,04								
7500506	75	5	6	0,04								
7500606	75	6	6	0,04								
7500706	75	7	6	0,04								
7500805	75	8	5	0,04								
7500806	75	8	6	0,03								
7500905	75	9	5	0,04								
7500906	75	9	6	0,03								
7501005	75	10	5	0,04								
7501006	75	10	6	0,04								
7501105	75	11	5	0,04								
7501106	75	11	6	0,05								
7501204	75	12	4	0,05								
7501205	75	12	5	0,04								
7501206	75	12	6	0,04								
7501304	75	13	4	0,05								
7501305	75	13	5	0,04								
7501306	75	13	6	0,04								
7501404	75	14	4	0,05								
7501405	75	14	5	0,04								
7501406	75	14	6	0,04								
7501504	75	15	4	0,05								
7501505	75	15	5	0,04								
7501506	75	15	6	0,04								
7501604	75	16	4	0,05								
7501605	75	16	5	0,04								
7501606	75	16	6	0,04								
7501704	75	17	4	0,05								
7501705	75	17	5	0,04								
7501804	75	18	4	0,05								
7501805	75	18	5	0,03								
7501904	75	19	4	0,06								
7501905	75	19	5	0,03								
7502004	75	20	4	0,06								
7502005	75	20	5	0,03								
7502104	75	21	4	0,06								
7502105	75	21	5	0,03								
7502205	75	22	5	0,03								
7502305	75	23	5	0,03								
7502405	75	24	5	0,04								
7502505	75	25	5	0,04								
7502605	75	26	5	0,04								
7600106	76	1	6	0,03								
7600206	76	2	6	0,04								
7600306	76	3	6	0,03								
7600406	76	4	6	0,03								
7600506	76	5	6	0,03								
7600606	76	6	6	0,03								
7600706	76	7	6	0,03								
7600805	76	8	5	0,04								
7600806	76	8	6	0,04								
7600905	76	9	5	0,04								
7600906	76	9	6	0,05								
7601005	76	10	5	0,04								
7601006	76	10	6	0,05								
7601105	76	11	5	0,04								
7601106	76	11	6	0,04								
7601204	76	12	4	0,05								
7601205	76	12	5	0,04								
7601206	76	12	6	0,04								
7601304	76	13	4	0,05								
7601305	76	13	5	0,04								
7601306	76	13	6	0,04								
7601404	76	14	4	0,05								
7601405	76	14	5	0,04								
7601406	76	14	6	0,04								
7601504	76	15	4	0,05								
7601505	76	15	5	0,05								
7601506	76	15	6	0,04								
7601604	76	16	4	0,05								
7601605	76	16	5	0,04								
7601606	76	16	6	0,04								
7601704	76	17	4	0,05								
7601705	76	17	5	0,04								
7601804	76	18	4	0,05								
7601805	76	18	5	0,03								
7601904	76	19	4	0,06								
7601905	76	19	5	0,03								
7602004	76	20	4	0,06								
7602005	76	20	5	0,03								
7602104	76	21	4	0,06								
7602105	76	21	5	0,03								
7602205	76	22	5	0,03								
7602305	76	23	5	0,03								
7602405	76	24	5	0,04								
7602505	76	25	5	0,04								
7602605	76	26	5	0,04								
7700106	77	1	6	0,03								
7700206	77	2	6	0,03								
7700306	77	3	6	0,03								
7700406	77	4	6	0,03								
7700506	77	5	6	0,03								
7700606	77	6	6	0,03								
7700706	77	7	6	0,03								
7700805	77	8	5	0,04								
7700806	77	8	6	0,04								
7700905	77	9	5	0,04								
7700906	77	9	6	0,05								
7701005	77	10	5	0,04								
7701006	77	10	6	0,05								
7701105	77	11	5	0,04								
7701106	77	11	6	0,05								
7701205	77	12	5	0,04								
7701206	77	12	6	0,05								
7701305	77	13	5	0,04								
7701306	77	13	6	0,05								
7701405	77	14	5	0,05								
7701406	77	14	6	0,05								
7701505	77	15	5	0,04								
7701506	77	15	6	0,05								
7701605	77	16	5	0,04								
7701606	77	16	6	0,05								
7701705	77	17	5	0,04								
7701805	77	18	5	0,04								
7701905	77	19	5	0,03								
7702005	77	20	5	0,03								
7702105	77	21	5	0,03								
7702205	77	22	5	0,03								
7702305	77	23	5	0,03								
7702405	77	24	5	0,03								
7702505	77	25	5	0,03								
7702605	77	26	5	0,03								
7800106	78	1	6	0,03								
7800206	78	2	6	0,03								
7800306	78	3	6	0,03								
7800406	78	4	6	0,03								
7800506	78	5	6	0,03								
7800606	78	6	6	0,03								
7800706	78	7	6	0,03								
7800806	78	8	6	0,03								
7800906	78	9	6	0,05								
7801006	78	10	6	0,04								
7801105	78	11	5	0,04								
7801106	78	11	6	0,04								
7801205	78	12	5	0,04								
7801206	78	12	6	0,05								
7801305	78	13	5	0,04								
7801306	78	13	6	0,05								
7801405	78	14	5	0,04								
7801406	78	14	6	0,05								
7801505	78	15	5	0,04								
7801506	78	15	6	0,05								
7801605	78	16	5	0,04								
7801606	78	16	6	0,05								
7801705	78	17	5	0,04								
7801805	78	18	5	0,04								
7801905	78	19	5	0,04								
7802005	78	20	5	0,03								
7802105	78	21	5	0,03								
7802205	78	22	5	0,03								
7802305	78	23	5	0,03								
7802405	78	24	5	0,03								
7802505	78	25	5	0,03								
7802605	78	26	5	0,03								
7900106	79	1	6	0,03								
7900206	79	2	6	0,03								
7900306	79	3	6	0,03								
7900406	79	4	6	0,03								
7900506	79	5	6	0,03								
7900606	79	6	6	0,03								
7900706	79	7	6	0,03								
7900806	79	8	6	0,03								
7900906	79	9	6	0,04								
7901006	79	10	6	0,04								
7901105	79	11	5	0,04								
7901106	79	11	6	0,04								
7901205	79	12	5	0,04								
7901206	79	12	6	0,04								
7901305	79	13	5	0,04								
7901306	79	13	6	0,03								
7901405	79	14	5	0,04								
7901406	79	14	6	0,03								
7901505	79	15	5	0,04								
7901506	79	15	6	0,03								
7901605	79	16	5	0,04								
7901606	79	16	6	0,03								
7901705	79	17	5	0,04								
7901805	79	18	5	0,05								
7901905	79	19	5	0,03								
7902005	79	20	5	0,03								
7902105	79	21	5	0,03								
7902205	79	22	5	0,03								
7902305	79	23	5	0,03								
7902405	79	24	5	0,03								
7902505	79	25	5	0,03								
7902605	79	26	5	0,03								
8000106	80	1	6	0,03								
8000206	80	2	6	0,03								
8000306	80	3	6	0,03								
8000406	80	4	6	0,03								
8000506	80	5	6	0,03								
8000606	80	6	6	0,03								
8000706	80	7	6	0,03								
8000806	80	8	6	0,03								
8000906	80	9	6	0,04								
8001006	80	10	6	0,05								
8001105	80	11	5	0,04								
8001106	80	11	6	0,03								
8001205	80	12	5	0,04								
8001206	80	12	6	0,03								
8001305	80	13	5	0,04								
8001306	80	13	6	0,03								
8001405	80	14	5	0,04								
8001406	80	14	6	0,03								
8001505	80	15	5	0,04								
8001506	80	15	6	0,03								
8001605	80	16	5	0,04								
8001606	80	16	6	0,03								
8001705	80	17	5	0,04								
8001805	80	18	5	0,04								
8001905	80	19	5	0,03								
8002005	80	20	5	0,03								
8002105	80	21	5	0,03								
8002205	80	22	5	0,03								
8002305	80	23	5	0,03								
8002405	80	24	5	0,03								
8002505	80	25	5	0,03								
8002605	80	26	5	0,03								
8100106	81	1	6	0,03								
8100206	81	2	6	0,03								
8100306	81	3	6	0,03								
8100406	81	4	6	0,03								
8100506	81	5	6	0,03								
8100606	81	6	6	0,03								
8100706	81	7	6	0,03								
8100806	81	8	6	0,03								
8100906	81	9	6	0,04								
8101006	81	10	6	0,03								
8101105	81	11	5	0,04								
8101106	81	11	6	0,03								
8101205	81	12	5	0,04								
8101206	81	12	6	0,04								
8101305	81	13	5	0,04								
8101306	81	13	6	0,03								
8101405	81	14	5	0,04								
8101406	81	14	6	0,03								
8101505	81	15	5	0,04								
8101506	81	15	6	0,03								
8101605	81	16	5	0,04								
8101606	81	16	6	0,03								
8101705	81	17	5	0,04								
8101805	81	18	5	0,04								
8101905	81	19	5	0,03								
8102005	81	20	5	0,03								
8102105	81	21	5	0,03								
8102205	81	22	5	0,03								
8102305	81	23	5	0,03								
8102405	81	24	5	0,03								
8102505	81	25	5	0,03								
8102605	81	26	5	0,03								
8200106	82	1	6	0,03								
8200206	82	2	6	0,03								
8200306	82	3	6	0,03								
8200406	82	4	6	0,03								
8200506	82	5	6	0,03								
8200606	82	6	6	0,03								
8200706	82	7	6	0,03								
8200806	82	8	6	0,04								
8200906	82	9	6	0,04								
8201006	82	10	6	0,03								
8201106	82	11	6	0,03								
8201205	82	12	5	0,04								
8201206	82	12	6	0,04								
8201305	82	13	5	0,04								
8201306	82	13	6	0,04								
8201405	82	14	5	0,04								
8201406	82	14	6	0,04								
8201505	82	15	5	0,04								
8201506	82	15	6	0,04								
8201605	82	16	5	0,04								
8201606	82	16	6	0,04								
8201705	82	17	5	0,04								
8201805	82	18	5	0,05								
8201905	82	19	5	0,03								
8202005	82	20	5	0,03								
8202105	82	21	5	0,03								
8202205	82	22	5	0,03								
8202305	82	23	5	0,03								
8202405	82	24	5	0,03								
8202505	82	25	5	0,03								
8202605	82	26	5	0,03								
8300106	83	1	6	0,03								
8300206	83	2	6	0,04								
8300306	83	3	6	0,03								
8300406	83	4	6	0,03								
8300506	83	5	6	0,03								
8300606	83	6	6	0,03								
8300706	83	7	6	0,04								
8300806	83	8	6	0,04								
8300906	83	9	6	0,04								
8301006	83	10	6	0,04								
8301106	83	11	6	0,04								
8301206	83	12	6	0,03								
8301306	83	13	6	0,04								
8301406	83	14	6	0,04								
8301505	83	15	5	0,04								
8301506	83	15	6	0,04								
8301605	83	16	5	0,04								
8301606	83	16	6	0,04								
8301705	83	17	5	0,04								
8301805	83	18	5	0,04								
8301905	83	19	5	0,04								
8302005	83	20	5	0,03								
8302105	83	21	5	0,03								
8302205	83	22	5	0,03								
8302305	83	23	5	0,03								
8302405	83	24	5	0,03								
8302505	83	25	5	0,04								
8302605	83	26	5	0,04								
8400106	84	1	6	0,04								
8400206	84	2	6	0,04								
8400306	84	3	6	0,04								
8400406	84	4	6	0,03								
8400506	84	5	6	0,03								
8400606	84	6	6	0,03								
8400706	84	7	6	0,04								
8400806	84	8	6	0,04								
8400906	84	9	6	0,03								
8401006	84	10	6	0,03								
8401106	84	11	6	0,03								
8401206	84	12	6	0,04								
8401306	84	13	6	0,05								
8401406	84	14	6	0,05								
8401505	84	15	5	0,04								
8401506	84	15	6	0,05								
8401605	84	16	5	0,04								
8401606	84	16	6	0,05								
8401705	84	17	5	0,04								
8401805	84	18	5	0,04								
8401905	84	19	5	0,04								
8402005	84	20	5	0,03								
8402105	84	21	5	0,03								
8402205	84	22	5	0,03								
8402305	84	23	5	0,04								
8402405	84	24	5	0,03								
8402505	84	25	5	0,04								
8402605	84	26	5	0,05								
8500106	85	1	6	0,04								
8500206	85	2	6	0,04								
8500306	85	3	6	0,05								
8500406	85	4	6	0,04								
8500506	85	5	6	0,03								
8500606	85	6	6	0,04								
8500706	85	7	6	0,04								
8500806	85	8	6	0,04								
8500906	85	9	6	0,03								
8501006	85	10	6	0,04								
8501106	85	11	6	0,04								
8501206	85	12	6	0,04								
8501306	85	13	6	0,04								
8501406	85	14	6	0,04								
8501505	85	15	5	0,04								
8501506	85	15	6	0,04								
